id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
24265005,Eclectic 2 bd. apt in Victorian artist home.,145681148,Marianne,,Jamaica Plain,42.30548,-71.11687,Entire home/apt,109,2,26,2019-08-29,0.94,2,0
24277032,"North End 1 Bedroom- CLOSE MGH, Subway, Hanover St",180283497,Michelle,,North End,42.36547,-71.05492,Entire home/apt,93,28,3,2019-07-28,0.11,7,364
24315639,Beautiful Cozy Apartment | Minutes to Downtown,16541124,Ramanvir,,Roxbury,42.33091,-71.08365,Entire home/apt,250,1,64,2020-09-20,2.11,2,82
24324950,Great 1BR in the Heart of Downtown Boston,13355115,Doug,,Chinatown,42.35053,-71.06054,Private room,86,91,0,,,1,0
24325336,Beacon Hill Studio - 2 min Walk to MGH-Subway-,180283497,Michelle,,Beacon Hill,42.36026,-71.07003,Entire home/apt,83,28,9,2020-01-31,0.31,7,356
24331243,Pristine1b1b.Neartransit.FreeParking.SelfCheckIn,31176944,Angeline,,Roslindale,42.28425,-71.11659,Entire home/apt,69,3,87,2020-03-19,3.07,1,57
24356120,Comfortable Place in Roslindale,183787878,Leo,,Roslindale,42.27908,-71.12884,Entire home/apt,100,29,1,2019-06-25,0.06,1,0
24378766,Downtown Theater District & Boston Common Park,799496,Kj,,Downtown,42.35184,-71.06369,Entire home/apt,125,1,101,2020-10-19,3.30,3,212
24397626,Sunny condo on tree-lined street (long-term stay),4482328,Acacia,,Brighton,42.33743,-71.14956,Entire home/apt,105,153,0,,,1,0
24401790,comfortable and cozy,10692181,Francisco,,Jamaica Plain,42.31245,-71.10099,Private room,109,2,58,2020-10-19,1.93,4,161
24412927,Cozy Colonial (entire home) near Lower Mills,46315640,Richmond,,Mattapan,42.27583,-71.08743,Entire home/apt,115,91,3,2018-09-03,0.11,2,0
24464154,South End Studio 3 month minimum,47618394,Liesl,,South End,42.34757,-71.07297,Entire home/apt,89,91,87,2020-07-31,2.88,4,152
24471492,Melville Park Penthouse,10085529,Joshua,,Dorchester,42.29375,-71.06783,Private room,120,2,75,2019-10-29,2.49,1,49
24484501,Top of the World,114515516,William,,Charlestown,42.38266,-71.0791,Entire home/apt,636,2,82,2020-10-18,2.77,1,343
24501001,Hilltop2- 2 doublebeds 4.6m to BCEC nearT freeprk,95762630,Fatima,,Dorchester,42.30443,-71.06324,Private room,115,2,54,2019-12-04,1.77,6,351
24523214,Hilltop1- Queenbed 4.6m to D-Town Steps 2T freeprk,95762630,Fatima,,Dorchester,42.3044,-71.06338,Private room,123,2,42,2020-07-14,1.38,6,351
24563107,Sunny 2Bed Apt River View By Mass General Hospital,20079643,Alex @ Bcohousing,,West End,42.36349,-71.07027,Entire home/apt,332,30,9,2020-09-27,0.70,9,146
24598387,"Beautiful, spacious South Boston Condo, Near T",1788949,Greg,,South Boston,42.3308,-71.05613,Entire home/apt,400,2,129,2020-02-19,4.25,1,0
24598890,Yellow Quiet room,27871799,Althea,,Mattapan,42.27483,-71.07722,Private room,40,1,23,2019-08-24,0.78,6,304
24600107,Entire Home in JP! Perfect for families!,13960633,Charles,,Jamaica Plain,42.29836,-71.11046,Entire home/apt,215,2,10,2020-08-28,0.34,2,0
24619508,"Hidden Gem near T-Station, Beach & Downtown",103025533,Angelica,,Dorchester,42.31242,-71.0537,Entire home/apt,167,2,60,2020-03-03,2.02,1,46
24633212,Clean room near Longwood,80570686,Siena,,Mission Hill,42.33236,-71.10168,Private room,80,2,44,2020-09-01,1.48,4,180
24644312,Convenient Transportation Suburb Boston Room,186235436,Yanlin,,West Roxbury,42.27431,-71.17017,Shared room,49,3,11,2019-10-06,0.38,2,0
24645479,Spacious sun-filled room near Longwood,80570686,Siena,,Mission Hill,42.33021,-71.10269,Private room,90,2,11,2020-03-02,0.39,4,179
24647800,Sunny large room with views and private bath,80570686,Siena,,Mission Hill,42.33155,-71.10183,Private room,130,2,19,2020-08-26,0.64,4,180
24648787,Spacious private bedroom in modern Brownstone,36650837,Alex,,Mission Hill,42.33482,-71.10306,Private room,105,1,44,2020-01-17,1.46,2,364
24649082,Private room in modern brownstone next to Longwood,36650837,Alex,,Mission Hill,42.33334,-71.10247,Private room,95,1,55,2019-12-03,1.82,2,364
24749244,"Stylish Downtown Studio in the SouthEnd, C.Ave# 24",22348222,Maverick,,South End,42.34448,-71.07636,Entire home/apt,73,1,51,2020-10-12,1.75,54,197
24756613,"PERFECT for SUMMER w/ AC, only 3 min WALK to train",156053359,Ken,,Dorchester,42.29181,-71.06685,Private room,45,91,15,2020-04-30,0.52,8,365
24768622,2bd Boston apartment 20 min to downtown,16052189,Jonathan,,Hyde Park,42.23721,-71.13265,Entire home/apt,85,91,0,,,8,269
24770058,Ultra Modern Furnished West End Medical 2-BR Apt,163251048,Jen,,West End,42.36328,-71.06739,Entire home/apt,318,3,1,2018-11-17,0.04,8,351
24783227,"Sunny ocean-view suite nr subway w/kitchen, bathr.",9898255,Jessica,,Dorchester,42.31476,-71.06226,Entire home/apt,120,91,77,2019-11-17,2.58,5,365
24796281,"Cozy & Quiet 
Near Ashmont station 
W/Off St Pk",18896772,Karlena,,Dorchester,42.27937,-71.0702,Entire home/apt,158,2,64,2020-10-04,2.20,1,0
24809758,"Brighton, MA Guesthouse for rent, Unit 2 (2nd Fl)",166004722,Wang,,Brighton,42.357,-71.15801,Private room,50,91,7,2020-05-21,0.24,5,327
24826742,Sunset 110 GreenLine | 2BR 1.5BA | Single Family Home walkable to BI and BW Hospitals!,71783,Lance,,Mission Hill,42.3319,-71.11009,Entire home/apt,129,32,40,2020-05-31,1.34,42,126
24829523,"3 br/2 bath town house in Lower Mills, Boston",79660976,Hillary,,Mattapan,42.27085,-71.0711,Entire home/apt,300,2,20,2020-09-01,0.68,1,358
24845439,Boston Home Great Location,187813188,Booker,,Jamaica Plain,42.31507,-71.09926,Private room,75,1,130,2020-05-16,4.36,3,102
24909410,"Beautiful 2 Bed 2 Bath, River view near TD Garden",182778270,Muzammil,,Downtown,42.36505,-71.06256,Entire home/apt,295,91,13,2018-08-26,0.43,1,0
24914428,5⭐Freedom Trail Eco French 1BR⭐Free Parking & Deck,11410590,Nika & Tony,,Charlestown,42.37389,-71.06223,Entire home/apt,199,1,117,2020-09-24,3.95,3,292
24914518,"Cozy Apt 2 near BC,BU w/parking and keyless entry",156907137,Murat,,Brighton,42.34693,-71.16673,Entire home/apt,70,1,138,2020-04-06,4.63,3,0
24935629,Luxury Medical 2BR with designer finishes,163251048,Jen,,Downtown,42.36402,-71.06003,Entire home/apt,686,2,0,,,8,360
24940276,Bed and breakfast close to Downtown,188551199,Alina,,Dorchester,42.32608,-71.05852,Private room,249,1,27,2020-03-01,0.92,7,296
24940322,Room up to 5 guests with FREE Breakfast,188551199,Alina,,Dorchester,42.32829,-71.05993,Private room,249,1,50,2020-03-01,1.69,7,296
24940375,Room with FREE breakfast and parking,188551199,Alina,,Dorchester,42.32741,-71.05877,Private room,249,1,47,2020-03-01,1.60,7,296
24940413,Room with FREE breakfast close to Downtown Boston,188551199,Alina,,Dorchester,42.32753,-71.06059,Private room,259,1,8,2019-10-20,0.29,7,296
24940427,2 spacious rooms with FREE breakfast and parking,188551199,Alina,,Dorchester,42.32683,-71.05889,Private room,279,1,11,2019-08-05,0.39,7,296
24944930,Shelly's Place Cozy,139072570,Lance And Shelly,,East Boston,42.38136,-71.0231,Private room,53,1,260,2020-10-09,8.79,5,296
24965806,Back Bay Apartment near MIT and Newbury Street - G,51079261,Riverside,,Back Bay,42.35184,-71.08891,Entire home/apt,225,3,39,2020-08-29,1.31,1,121
24969609,Beautiful Private Two Bedroom Apt in Boston,33131531,ChiChi,,Brighton,42.33935,-71.14953,Entire home/apt,160,91,0,,,3,0
24971621,Modern basement with convenient transportanion,186235436,Yanlin,,West Roxbury,42.2738,-71.16843,Private room,70,5,26,2020-10-05,0.88,2,348
24992422,Luxurious Home in Boston's Historic Charlestown,188938217,Katherine And Dan,,Charlestown,42.37894,-71.06076,Entire home/apt,168,2,118,2020-10-16,4.01,1,117
25025114,Perfect for Summer with cool A/C LARGE 1200 sqft,156053359,Ken,,Dorchester,42.29005,-71.06714,Private room,45,91,9,2018-08-24,0.31,8,90
25071565,#BBS Modern 2 BR ChinaTown|Medical Professionals,95459395,Bluebird,,Downtown,42.35293,-71.06145,Entire home/apt,232,9,0,,,26,327
25079212,Brigton/Allston peaceful home close to Harvard BU,77158766,Eunice,,Brighton,42.35919,-71.14484,Private room,41,91,3,2020-05-02,0.13,5,364
25158106,Magnificent Furnished Medical 2BR Apt at ChinaTown,163251048,Jen,,Chinatown,42.35134,-71.06018,Entire home/apt,269,2,1,2019-12-28,0.10,8,354
25179090,Sunfilled Beautiful Apartment in Boston,131288031,Arash,,Brighton,42.3471,-71.15214,Entire home/apt,119,91,0,,,1,0
25266010,"Private room&bath,ctr air,5 min to T,  to downtown",147658152,Jill,,Brighton,42.34444,-71.16968,Private room,43,91,17,2018-08-21,0.58,1,90
25275104,Entire apartment- great location,58848986,Kevin,,Brighton,42.33772,-71.14712,Entire home/apt,105,91,10,2018-07-30,0.34,1,0
25324358,"The Small room Aka ""The Affordable room""",20672298,Ikem,,Hyde Park,42.2649,-71.12063,Private room,35,91,8,2019-03-05,0.28,1,21
25326962,"Private parking(sedan size), clean, comfy room@3",183805757,Claire,,East Boston,42.36819,-71.03993,Private room,56,1,171,2020-10-18,5.82,3,114
25328440,"Private parking(sedan size), Clean, Comfy room@2",183805757,Claire,,East Boston,42.3701,-71.03831,Private room,55,1,162,2020-09-18,5.52,3,82
25338990,Magnificent Medical 1BR Apt in Center of Boston!,163251048,Jen,,Downtown,42.35266,-71.06002,Entire home/apt,180,3,1,2020-03-01,0.13,8,360
25374033,Lux Studio Apt in new bldg near Chinatown w/gym,9419684,Churchill,,Chinatown,42.35105,-71.06155,Entire home/apt,115,21,2,2018-07-22,0.07,43,361
25416313,"Newly renovated, Best Location CENTER of Boston",156053359,Ken,,Dorchester,42.28972,-71.06701,Private room,45,91,7,2019-08-27,0.25,8,365
25429787,Sunny 1920s flat amid parks & cafés: 2 guest rooms,191880,Fabien,,Jamaica Plain,42.31733,-71.1119,Private room,120,2,16,2020-10-11,1.27,1,79
25455523,Deluxe Family Home Pondside JP,12150111,A And L,,Jamaica Plain,42.31137,-71.11686,Entire home/apt,500,3,3,2019-05-20,0.12,3,0
25476090,Posh Medical 2 Bedroom Apt In Center of Boston!,163251048,Jen,,Downtown,42.35284,-71.06153,Entire home/apt,315,3,0,,,8,16
25476466,"River Location, City Views-Safe, Walkable,Central!",9529655,Suzanne,,Fenway,42.3498,-71.09524,Entire home/apt,151,92,0,,,3,362
25520363,A true “home away from home”,4842537,Haim,,Allston,42.34767,-71.13749,Entire home/apt,200,2,57,2020-10-04,1.96,1,263
25576444,SouthEnd Eagles Nest,34719298,Michael,,South End,42.34052,-71.0793,Entire home/apt,175,2,55,2020-03-01,1.90,1,0
25685344,43' Motor Yacht in Boston Harbor,316958,Maria,,Charlestown,42.37265,-71.04933,Entire home/apt,274,2,16,2020-09-07,0.57,1,241
25741105,2 bedroom with private bath in Southie!,99396351,Nick,,South Boston,42.33462,-71.05376,Private room,150,1,14,2019-09-07,0.53,2,89
25770647,"Naturally Lit, Modern Loft in Heart of Downtown!",1911807,Kelly & Chris,,Downtown,42.35529,-71.06087,Entire home/apt,246,3,113,2020-10-11,3.91,2,342
25775084,Comfortable & Convenient in Boston w Free Parking!,62852803,Tina,,West Roxbury,42.28091,-71.16766,Private room,75,91,26,2019-08-11,0.90,1,365
25804129,Walk to Fanueil Hall: 4 Bed / 2.5 Bath plus Patio!,8118901,Amanda,,Charlestown,42.37423,-71.06103,Entire home/apt,975,4,13,2019-11-11,0.46,1,120
25933888,BOSTON LOFT FARM HOUSE /LOGAN AIRPORT&TRAIN,9073339,Elisangela,,East Boston,42.37969,-71.03515,Entire home/apt,264,1,85,2020-10-04,3.06,3,301
25936605,BEAUTIFUL STUDIO RIGHT NEXT TO THE STATE HOUSE!,5259356,Anna,,Downtown,42.35875,-71.06267,Entire home/apt,99,91,32,2020-08-23,1.15,1,314
25947332,Affluent 3 Bedroom 3 Bath Condo Downtown Boston,152237835,Sabrina,,South Boston,42.34182,-71.06028,Entire home/apt,999,91,68,2020-01-01,2.43,1,176
25971732,One Bedroom in Boston's Back Bay Neighborhood #110,18202088,Luxurious,,Back Bay,42.34521,-71.07908,Entire home/apt,337,91,0,,,18,0
25975436,Stay in a GoLocal American-Made Suite in Back Bay!,18202088,Luxurious,,Back Bay,42.34638,-71.07775,Entire home/apt,225,91,1,2018-10-04,0.04,18,0
26012594,⭐ SweetRetreat 45%off near Downtown Disney+Freepkg,25203946,Eder,,Dorchester,42.3097,-71.06253,Entire home/apt,497,2,30,2020-09-20,1.08,17,365
26038867,✪Villa5 2beds 4m to Dowtown stepsto T w/freeprk✪,25203946,Eder,,Dorchester,42.30996,-71.06175,Private room,154,3,23,2019-10-27,0.81,17,66
26051186,✪2double min to Fenway/D-Town near train freeprkg,25203946,Eder,,Dorchester,42.30975,-71.06339,Private room,141,3,19,2019-10-20,0.66,17,97
26052117,✪Sunny King w/Smartv 4m to City stepsto T freeprk✪,25203946,Eder,,Dorchester,42.30936,-71.06227,Private room,148,4,19,2019-11-03,0.68,17,66
26065119,Historic Brownstone Studio in Fenway/Kenmore,193253036,Eric,,Fenway,42.3506,-71.09515,Entire home/apt,85,91,6,2018-07-24,0.21,1,0
26066073,✪Spacious King mins to train Fenway/D-Town freeprk,25203946,Eder,,Dorchester,42.31019,-71.06306,Private room,154,3,25,2019-11-03,0.88,17,69
26066238,✪Double min fromFenway/D-Town steps 2train freeprk,25203946,Eder,,Dorchester,42.31125,-71.06192,Private room,299,3,13,2019-10-28,0.48,17,5
26094005,Comfortable and clean  house near Arnold Arboretum,137105899,Ling,,Roslindale,42.29159,-71.12345,Private room,30,29,0,,,3,97
26102579,Lovely Executive Studio in East Boston,18202088,Luxurious,,East Boston,42.36629,-71.04112,Entire home/apt,125,91,7,2019-04-29,0.27,18,0
26104302,Studio Apartment at East Pier Near Water,18202088,Luxurious,,East Boston,42.3664,-71.04103,Entire home/apt,99,91,1,2019-05-20,0.06,18,0
26104687,Lovely Studio Apartment at East Pier,18202088,Luxurious,,East Boston,42.36669,-71.04165,Entire home/apt,224,91,7,2019-11-04,0.35,18,0
26105250,Studio Apartment at East Boston Pier Near Water,18202088,Luxurious,,East Boston,42.36772,-71.03985,Entire home/apt,99,91,7,2019-09-18,0.26,18,0
26105589,Accessible Studio Just Miles From Logan Airport,18202088,Luxurious,,East Boston,42.36631,-71.0417,Entire home/apt,125,91,2,2018-09-02,0.07,18,0
26108847,Cozy Studio Apartment at East Pier EB117,18202088,Luxurious,,East Boston,42.36815,-71.03943,Entire home/apt,99,91,4,2019-08-17,0.22,18,0
26109078,Executive Studio in East Boston,18202088,Luxurious,,East Boston,42.36684,-71.04186,Entire home/apt,150,91,5,2019-12-08,0.26,18,89
26109200,Lovely Executive Studio in East Boston EB2-29,18202088,Luxurious,,East Boston,42.36616,-71.0404,Entire home/apt,167,91,4,2019-06-15,0.21,18,0
26109264,Beautiful Executive Studio in East Boston EB2-31,18202088,Luxurious,,East Boston,42.36643,-71.04195,Entire home/apt,110,91,0,,,18,0
26130154,"Spacious Boston Bedroom, Free Parking, next to T!",196415169,Josh,,Jamaica Plain,42.32679,-71.10753,Private room,50,1,44,2020-02-23,1.60,1,0
26130187,"North End One bedroom, Freedom Trail 1 min walk",38997,Michelle,,North End,42.3665,-71.05592,Entire home/apt,93,91,1,2019-06-01,0.06,11,248
26131758,Nice Executive Studio in East Boston EB2-33,18202088,Luxurious,,East Boston,42.36633,-71.0417,Entire home/apt,167,91,0,,,18,0
26132354,Wonderful Studio In East Boston EB2-37,18202088,Luxurious,,East Boston,42.36688,-71.03983,Entire home/apt,167,91,0,,,18,0
26132566,Cozy Studio In East Boston EB2-39,18202088,Luxurious,,East Boston,42.36664,-71.04055,Entire home/apt,167,91,1,2019-10-20,0.08,18,0
26160905,"Private, Cozy & Clean 1 bedroom Sanctuary",196631266,Nakeisha,,Dorchester,42.28898,-71.07807,Entire home/apt,126,1,120,2020-09-04,4.23,2,292
26163695,Bina’s Home away from Home 3,153568352,Frederick & Sabina,,Mattapan,42.27651,-71.0872,Private room,80,1,65,2019-10-29,2.48,5,170
26207713,Room in beautiful apartment,80595835,Liviu,,Jamaica Plain,42.32173,-71.11489,Private room,27,91,6,2018-10-15,0.21,2,296
26214081,Beacon Hill Two Bedroom,4020046,Krysti,,Beacon Hill,42.35933,-71.06572,Entire home/apt,214,91,4,2018-08-28,0.14,4,0
26246423,"Spacious Apt W/ Private Decks in Boston, JP",52165995,Brian,,Jamaica Plain,42.3106,-71.10216,Entire home/apt,125,91,7,2018-10-08,0.25,1,0
26276722,Summer Sublet in the South End,10701411,Courtney,,South End,42.34228,-71.08043,Private room,55,91,4,2018-08-12,0.14,1,0
26333739,"Classy, Cozy South End Unit",119265681,Maude,,South End,42.34241,-71.06862,Entire home/apt,250,29,43,2019-10-21,1.66,2,365
26360101,H-kingdom | Smart Home | Cozy renovated,73201898,Hanqing,,East Boston,42.38998,-70.99701,Private room,88,2,58,2020-10-18,2.08,1,353
26361101,One Bedroom in the heart of Back Bay #307,18202088,Luxurious,,Back Bay,42.34611,-71.07773,Entire home/apt,289,91,7,2019-05-24,0.27,18,0
26361743,2 Bedroom in Boston's Back Bay! #203,18202088,Luxurious,,South End,42.34476,-71.07906,Entire home/apt,223,91,4,2019-06-01,0.15,18,0
26395595,Separate entrance in-law suite in heart of JP,145681148,Marianne,,Jamaica Plain,42.30668,-71.11793,Entire home/apt,115,1,97,2020-10-07,3.49,2,0
26418311,Comfortable Living Room Near Everything,39730545,Vincent,,South End,42.34344,-71.06717,Shared room,50,2,47,2020-08-23,1.78,2,90
26423316,Charming Convenience (10 min T ride into Downtown),198679236,Maria,,Dorchester,42.31703,-71.05668,Private room,70,1,96,2019-12-29,3.46,2,201
26429376,"Private room, 5 mins to Airport & Train Station",17658696,Stephen,,East Boston,42.37581,-71.03367,Private room,65,1,61,2019-08-25,2.31,1,0
26453232,Modern Parkside Smart Home,30732884,Jeffery,,Dorchester,42.29142,-71.06644,Entire home/apt,195,91,4,2020-05-30,0.23,2,365
26532751,"SUMMER STAY, GREAT for Intern students/business",156053359,Ken,,Dorchester,42.29122,-71.0668,Private room,45,91,3,2019-07-25,0.12,8,179
26655662,"Cozy Room (10 min T ride to Downton, Boston)",198679236,Maria,,Dorchester,42.3176,-71.05863,Private room,80,1,85,2020-03-11,3.06,2,201
26656189,Single Family House in heart of South Boston,21538402,Kayla,,South Boston,42.33444,-71.04542,Entire home/apt,800,2,9,2020-03-16,0.32,1,364
26719839,Spacious Two Bedroom Apartment. Free Parking &Wifi,200926376,Blerina,,Roxbury,42.31269,-71.08651,Entire home/apt,82,1,236,2020-10-10,8.48,1,231
26750505,#201 Boston Private small room Female only 全楼禁烟,105851798,Anne,,Dorchester,42.30775,-71.06546,Private room,39,30,20,2020-09-30,0.74,18,365
26753806,5⭐Bunker Hill Eco 1BR Globetrotter⭐Free Parking,11410590,Nika & Tony,,Charlestown,42.37414,-71.0632,Entire home/apt,157,1,104,2020-10-05,3.80,3,310
26778454,"JP Ready For Nurses/Doctors, Monthly Discounts!",43613912,Drew,,Jamaica Plain,42.30582,-71.10616,Entire home/apt,134,31,3,2019-08-10,0.11,2,0
26778714,The Upton Boston - The Tremont Suite,5430185,Laura And Olivia,,South End,42.34291,-71.07301,Entire home/apt,163,2,25,2020-03-02,1.11,7,341
26828892,Shelly's Swan Room,139072570,Lance And Shelly,,East Boston,42.38137,-71.02311,Private room,54,1,232,2020-10-11,8.39,5,292
26849307,Apartment near transit/free parking/self check-in,201935605,Sherwin,,Hyde Park,42.24895,-71.11563,Entire home/apt,60,29,37,2020-04-09,1.35,6,172
26849309,Entire Apt near transit/free parking/self check-in,201935605,Sherwin,,Hyde Park,42.24921,-71.11624,Entire home/apt,60,29,47,2020-09-02,1.73,6,179
27074605,COLLEGE STUDENTS are welcome 3 MINS walk to train,156053359,Ken,,Dorchester,42.28995,-71.0677,Private room,45,91,3,2019-08-31,0.17,8,112
27082052,In-Law apartment-walking distance to Longwood Area,80053882,Sherri,,Jamaica Plain,42.32386,-71.11599,Private room,60,2,28,2020-08-27,1.02,1,104
27104136,Brand new room with FREE breakfast and parking,188551199,Alina,,Dorchester,42.32596,-71.05961,Private room,269,1,47,2020-03-01,1.73,7,296
27112752,2BR Ideally Located Top Floor Brownstone Condo,53212424,Jason,,Brighton,42.33652,-71.15069,Entire home/apt,114,91,14,2019-07-10,0.75,1,0
27128200,Deluxe room with a GREAT location & FREE breakfast,188551199,Alina,,Dorchester,42.32598,-71.05975,Private room,259,1,9,2019-09-07,0.33,7,296
27152264,Dearborn STEM Academy,13499840,Dean,,Roxbury,42.3276,-71.08116,Private room,45,91,2,2019-06-30,0.11,1,296
27158560,Clean Southie Private Bedroom/Bath! Parking option,42530911,Eda,,South Boston,42.33256,-71.04057,Private room,92,2,58,2020-09-27,2.14,1,166
27168524,Classic Boston Brownstone - Walk to Everything,23576640,Gearoid (Griff),,South End,42.34607,-71.07317,Private room,115,1,144,2020-06-19,5.35,1,83
27172096,Welcoming Eco-Friendly Historic Home #1,1091732,Deacon,,Jamaica Plain,42.31046,-71.11108,Private room,79,2,25,2020-03-09,0.91,2,296
27203329,"Clean, comfy single room@0",183805757,Claire,,East Boston,42.36908,-71.03937,Private room,46,1,107,2020-10-23,3.98,3,90
27233115,"Close to T stop, no clean fee, 1 Free Parkng Space",53765664,Karen,,Dorchester,42.32067,-71.05607,Private room,53,1,88,2020-03-12,3.22,1,0
27258229,"Quiet, clean South End charmer with exposed brick",37408357,Mark,,South End,42.34405,-71.07501,Entire home/apt,100,2,34,2020-08-02,1.26,1,0
27261969,2 Rooms with views in Eco-Friendly Historic Home,1091732,Deacon,,Jamaica Plain,42.31117,-71.11261,Private room,158,2,5,2018-11-04,0.20,2,296
27286080,Boston,202522408,Hopeton,,Mattapan,42.27198,-71.08828,Private room,70,91,3,2019-09-02,0.12,1,358
27308183,❤️Spacious Studio. Prime Back Bay Location. Walk!,205741151,Kai,,Back Bay,42.35326,-71.07671,Entire home/apt,95,91,79,2019-10-18,2.90,1,0
27327646,Room in Milton house,24476265,Bruce,,Hyde Park,42.24053,-71.12491,Private room,79,2,8,2018-11-12,0.29,1,145
27339519,Sunny & Cozy 2 BR Apt in Boston. 15 min to DWTN,202862511,Frank & Delilah,,Roxbury,42.32875,-71.09595,Entire home/apt,115,2,135,2020-10-20,5.03,1,177
27371399,Clean and Modern 1 BR Guest Suite in the South End,204612202,Mike And Toni,,South End,42.33675,-71.07518,Entire home/apt,220,2,10,2019-10-22,0.57,1,0
27394276,Sun filled private room in spacious Boston home.,163838367,Jamie,,Jamaica Plain,42.32141,-71.1129,Private room,35,91,13,2019-06-24,0.48,1,0
27404136,"Sunny 2 Bed Apt By Boston Childrens Hosptial, BWH",20079643,Alex @ Bcohousing,,Mission Hill,42.33351,-71.10182,Entire home/apt,216,30,3,2020-06-01,0.25,9,166
27429577,Secluded Tower Home in Bright Castle,63270976,Peter,,Allston,42.35094,-71.13943,Entire home/apt,130,2,241,2020-10-09,9.21,1,28
27501160,Adorable clean and quiet 1BR unit. Great reviews.,101356888,Erik,,East Boston,42.37305,-71.04015,Entire home/apt,69,28,75,2020-09-18,2.81,2,308
27503398,Light-Filled Gorgeous New Luxury Apartment,113533375,Devora,,Roxbury,42.32489,-71.09417,Entire home/apt,201,2,65,2020-10-21,2.48,2,281
27613242,Sunny Room in artistic house,6123164,Shuai,,Brighton,42.354,-71.15918,Private room,66,91,3,2018-09-30,0.11,1,363
27625974,Brand New Apt Steps From The Water & Downtown,208469788,Kevin And Emily,,Charlestown,42.37288,-71.06386,Entire home/apt,145,91,10,2019-11-03,0.47,1,0
27634728,Boston Condominium,31340713,Kama,,Brighton,42.3369,-71.15134,Entire home/apt,99,28,14,2020-06-27,0.55,12,328
27635713,5⭐ Bunker Hill Nature Retreat 2BR+Free Parking/HBO,11410590,Nika & Tony,,Charlestown,42.37394,-71.06217,Entire home/apt,153,1,79,2020-07-12,2.98,3,174
27661676,"Luxury 3bd/2ba Townhouse S. Boston, BCEC, Seaport",41210370,Rachel,,South Boston,42.33506,-71.04062,Entire home/apt,250,1,59,2020-08-09,2.32,1,0
27669626,"Downtown Boston, Near South Station Bus Terminal",208829554,Ping,,Chinatown,42.35055,-71.06069,Entire home/apt,150,90,130,2020-05-23,5.06,1,172
27734523,Boston Room (3-1),209395207,Belkis,,Jamaica Plain,42.31555,-71.10011,Private room,29,29,16,2020-10-05,0.60,12,309
27784901,"3br house in S. Boston, near Seaport,BCEC&downtown",10717877,Shervin,,South Boston,42.33397,-71.04519,Entire home/apt,320,2,87,2020-03-08,3.34,1,0
27810970,Alaska Street R53,188939923,Mort,,Roxbury,42.32088,-71.07852,Private room,60,2,13,2020-06-18,0.50,4,90
27854109,Boston private room (1-5),209395207,Belkis,,Jamaica Plain,42.31395,-71.09913,Private room,29,29,10,2020-03-19,0.41,12,237
27874508,(11) Clean&Comfort room/close to airport,36386278,Fang,,East Boston,42.39678,-70.9883,Private room,66,1,0,,,2,90
27879644,"Spacious room, near transit, keyless self check-in",201935605,Sherwin,,Hyde Park,42.24961,-71.11607,Private room,32,29,17,2020-09-13,0.64,6,114
27879776,"Room near MBTA transit, Keyless self check-in",201935605,Sherwin,,Hyde Park,42.24922,-71.11618,Private room,28,29,20,2020-10-04,0.75,6,150
27893040,Newly renovated South End 2 bedroom apartment,103017326,Vika,,Roxbury,42.3319,-71.07792,Entire home/apt,100,91,42,2019-11-10,1.59,1,180
27906365,Alaska Street R51,188939923,Mort,,Roxbury,42.32236,-71.07838,Private room,60,2,23,2020-03-01,0.88,4,90
27920247,Boston Private room (1-3),209395207,Belkis,,Jamaica Plain,42.31403,-71.1013,Private room,39,29,11,2020-02-29,0.49,12,206
27920433,Boston Private Room (1-1),209395207,Belkis,,Jamaica Plain,42.31393,-71.09987,Private room,39,40,2,2020-07-31,0.08,12,115
27921597,Boston private room (1-4),209395207,Belkis,,Jamaica Plain,42.314,-71.10099,Private room,29,29,8,2020-08-20,0.30,12,306
27922387,Boston private room (1-2),209395207,Belkis,,Jamaica Plain,42.31362,-71.10146,Private room,39,29,11,2020-03-27,0.42,12,266
27990313,Bina’s Home Away from Home Cozy Master Suite,153568352,Frederick & Sabina,,Mattapan,42.27839,-71.08515,Private room,95,1,39,2019-11-03,1.48,5,170
27990441,#B104 Boston Private Two twin BR Central AC,105851798,Anne,,Dorchester,42.30756,-71.06438,Private room,50,30,19,2020-10-16,0.72,18,304
27990984,Bina’s Home away from Home 2,153568352,Frederick & Sabina,,Mattapan,42.27635,-71.08523,Private room,80,1,70,2019-09-19,2.66,5,170
27992316,Boston guest suite,157579197,Jonathan,,Brighton,42.34128,-71.15186,Entire home/apt,78,2,138,2020-10-22,5.39,1,128
28014596,#B102 Boston Private room Central AC 全楼禁烟,105851798,Anne,,Dorchester,42.308,-71.06563,Private room,48,30,18,2020-09-05,0.69,18,365
28033271,"Private Bed/Bath/Entrance, next to Train Station!",211749888,Val/Erika/Scott,,Dorchester,42.31102,-71.05535,Private room,65,2,101,2020-03-08,3.86,1,21
28036142,Bina’s Home away from home 6,153568352,Frederick & Sabina,,Mattapan,42.27686,-71.08562,Private room,80,1,56,2019-11-01,2.37,5,170
28054656,#B103 Boston Private room Central AC 全楼禁烟,105851798,Anne,,Dorchester,42.29737,-71.06192,Private room,50,28,18,2019-11-16,0.69,18,296
